GeneID	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCCZ	HHCGC	HHCGS
jgi.p|Neosp1|707338	2.22	2.02	2.81	2.84	3.65	2.23	2.63	3.04	2.52	3.06	3.77	2.99	2.7	4.18	3.28	2.33	0.58	0.33
jgi.p|Neosp1|707340	4.63	3.69	4.63	3.4	5.83	3.83	4.19	3.43	4.41	5.46	6.11	7.96	5.64	6.15	4.08	9.32	28.49	52.76
jgi.p|Neosp1|707342	12.76	11.28	12.14	13.85	15.66	14.81	15.22	18.04	15.57	15.02	18.33	29.67	19.66	16.7	22.44	13.32	5.86	1.9
jgi.p|Neosp1|707344	2.3	2.82	2.23	5.67	7.15	2.85	3.79	4.25	3.69	4.41	5.19	4.13	3.91	6.27	3.64	5.53	2.2	0.74
jgi.p|Neosp1|707349	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29
jgi.p|Neosp1|707350	5.55	6.32	5.46	9.6	9.59	6.9	8.46	7.61	6.44	7.7	13.52	7.24	5.72	11.3	7.06	10.38	5.71	2.05
jgi.p|Neosp1|707351	5.23	4.33	7.09	3.95	4.58	8.16	12.85	15.83	8.7	10.44	13.33	8.71	7.07	7.54	9.36	2.62	0.51	0.21
jgi.p|Neosp1|707352	57.06	51.87	51.18	33.71	36.16	35.51	41.99	42.22	37.29	35.26	145.23	34.15	34.4	32.75	26.08	27.19	82.31	141.75
jgi.p|Neosp1|707367	6.08	6.11	7.66	7.87	8.01	8.15	9.83	12.42	8.06	7.51	14.15	4.88	8.49	12.08	4.33	6.03	1.71	0.98
jgi.p|Neosp1|707377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707379	3.08	1.77	3.5	2.43	8.64	0.0	0.98	3.66	0.75	0.21	1.19	3.39	0.77	1.07	0.0	5.05	0.0	0.0
jgi.p|Neosp1|707382	0.63	1.03	1.28	1.0	1.19	0.67	0.89	1.13	0.79	1.23	0.34	0.64	1.49	1.03	1.0	1.09	0.38	0.29
jgi.p|Neosp1|707391	4.84	5.72	5.21	1.34	1.62	1.63	1.63	1.88	1.92	2.66	6.92	1.01	1.34	1.46	2.25	1.04	0.31	0.0
jgi.p|Neosp1|707394	0.76	1.4	1.17	1.76	1.72	1.81	1.65	1.06	1.3	1.76	3.69	1.06	1.49	2.12	1.48	1.67	0.2	0.11
jgi.p|Neosp1|707398	1.09	0.82	0.8	1.6	1.79	1.94	1.46	1.81	2.54	1.91	4.08	1.16	0.83	1.06	0.56	3.11	1.88	0.51
jgi.p|Neosp1|707399	7.86	7.83	8.07	8.31	12.94	20.58	25.09	30.38	24.66	27.44	23.09	40.02	23.04	20.77	25.21	2.8	2.33	1.0
jgi.p|Neosp1|707400	11.71	6.01	11.81	5.25	7.28	7.99	4.92	5.17	4.79	5.11	25.7	8.81	6.33	8.14	12.7	7.7	5.58	8.53
jgi.p|Neosp1|707401	9.93	8.28	8.46	7.02	6.49	7.66	11.65	12.47	9.25	10.39	38.02	15.25	10.12	14.38	6.92	24.52	149.84	257.93
jgi.p|Neosp1|707407	10.28	6.33	11.79	6.91	6.39	8.8	8.85	10.86	9.36	9.1	13.25	9.17	7.8	8.01	8.18	4.27	0.55	0.32
jgi.p|Neosp1|707408	15.16	14.22	18.51	10.02	8.77	9.38	9.17	10.63	8.5	8.12	19.79	6.01	6.62	11.44	5.62	6.43	1.2	0.91
jgi.p|Neosp1|707411	11.73	4.98	6.43	4.94	2.18	1.11	1.0	0.64	0.68	0.58	18.22	3.14	1.29	6.12	5.69	2.59	0.04	0.07
jgi.p|Neosp1|707416	3.52	4.59	7.33	4.82	4.23	2.94	3.84	3.89	4.89	4.08	4.75	3.52	3.88	6.09	4.59	3.11	0.19	0.46
jgi.p|Neosp1|707417	6.55	5.98	6.8	8.65	9.93	6.08	5.85	8.27	6.05	7.81	7.37	5.96	6.2	7.9	6.57	14.47	20.48	20.64
jgi.p|Neosp1|707418	7.3	4.84	5.5	5.09	4.67	2.32	2.15	3.89	5.67	1.87	12.85	1.71	4.25	4.93	7.11	14.16	4.22	2.18
jgi.p|Neosp1|707427	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707429	12.14	6.64	7.54	1.85	7.48	68.26	59.15	61.08	99.36	63.3	28.74	255.46	84.77	48.91	12.11	0.08	1.54	0.35
jgi.p|Neosp1|707430	1.47	2.03	2.41	8.3	10.68	6.94	7.46	6.99	7.47	8.89	6.45	3.58	5.17	8.46	2.65	11.41	6.63	2.44
jgi.p|Neosp1|707439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707447	40.69	33.6	36.33	47.18	42.48	42.77	43.4	46.71	39.11	34.69	32.1	30.4	40.13	38.6	37.51	31.24	7.49	4.83
jgi.p|Neosp1|707448	0.0	0.27	0.0	0.19	0.15	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.19	0.83	0.0	0.0	0.0
jgi.p|Neosp1|707450	7.08	6.56	12.39	8.22	11.45	1.66	3.0	3.24	3.12	3.93	1.47	1.57	1.92	1.9	3.22	11.08	0.38	0.09
jgi.p|Neosp1|707453	4.13	2.78	3.51	2.81	8.2	16.55	13.85	16.44	23.42	13.36	18.41	14.69	12.16	6.15	8.97	3.05	0.39	0.0
jgi.p|Neosp1|707458	0.62	1.1	1.03	1.08	2.05	0.99	2.01	1.45	2.15	1.61	2.83	1.33	1.82	2.38	1.36	0.73	0.95	0.46
jgi.p|Neosp1|707459	0.16	0.0	0.09	0.04	0.38	6.12	7.1	7.47	9.25	7.36	2.7	14.32	9.08	4.76	0.45	0.09	0.15	0.05
jgi.p|Neosp1|707466	38.79	39.98	57.18	41.72	48.68	52.79	56.54	65.33	67.39	56.02	97.31	33.6	52.4	46.27	35.53	8.74	1.14	1.7
jgi.p|Neosp1|707469	52.23	68.04	71.31	155.12	171.48	117.97	82.42	81.49	128.32	89.76	58.46	75.88	129.46	99.1	53.03	92.2	22.08	7.46
jgi.p|Neosp1|707471	1.09	0.95	0.78	0.82	0.77	0.56	1.32	0.94	0.44	0.78	2.42	1.26	1.08	2.34	1.93	0.32	1.43	3.24
jgi.p|Neosp1|707474	20.49	20.88	19.59	36.7	36.43	30.68	38.63	36.96	32.61	37.81	32.98	30.17	34.05	46.12	17.29	54.68	143.61	178.87
jgi.p|Neosp1|707476	1.98	4.17	5.41	6.54	5.67	6.92	4.71	10.98	6.52	6.45	1.09	1.96	4.37	7.02	3.77	13.29	0.37	0.17
jgi.p|Neosp1|707488	41.11	24.95	29.41	14.35	17.01	1.92	2.28	1.15	1.03	2.21	13.25	8.13	5.2	5.65	5.41	4.3	5.34	2.83
jgi.p|Neosp1|707492	7.83	4.92	5.8	6.49	6.67	7.83	10.26	12.46	8.26	10.65	18.27	5.9	9.84	10.39	5.64	11.1	11.89	4.76
jgi.p|Neosp1|707506	4.25	3.3	6.1	2.09	4.2	3.39	5.7	8.51	4.12	5.5	10.91	20.12	6.4	7.5	18.18	19.6	62.61	86.54
jgi.p|Neosp1|707512	0.16	0.09	0.13	0.0	0.0	0.0	0.38	0.57	0.32	0.43	1.91	1.35	1.01	0.12	0.09	0.12	0.0	0.0
jgi.p|Neosp1|707525	0.57	1.35	1.48	3.14	2.11	1.99	2.33	1.89	2.37	2.21	0.79	1.07	2.52	2.08	1.38	1.91	0.41	0.19
jgi.p|Neosp1|707527	4.14	3.61	3.46	8.01	6.32	2.13	3.22	4.01	1.92	2.77	5.13	3.19	4.88	6.21	4.25	3.16	1.0	0.17
jgi.p|Neosp1|707528	6.48	4.61	5.34	2.62	4.3	9.29	9.64	11.61	10.15	8.94	12.71	12.17	8.17	7.7	8.06	0.67	0.32	0.74
jgi.p|Neosp1|707535	2.16	2.67	2.94	3.74	3.57	1.99	2.34	2.68	2.71	2.37	2.55	2.46	3.14	3.38	3.13	2.9	0.66	0.4
jgi.p|Neosp1|707536	10.18	8.97	8.36	29.08	29.29	16.58	19.14	20.83	18.96	23.97	36.03	11.77	14.7	23.64	10.9	34.26	32.39	11.57
jgi.p|Neosp1|707537	2.36	2.34	3.24	4.76	4.8	2.68	3.4	3.78	3.04	3.51	3.89	3.33	4.25	4.85	2.2	2.32	1.06	0.47
jgi.p|Neosp1|707539	1.97	2.37	3.5	2.92	2.64	1.95	2.13	2.75	2.63	3.05	4.16	1.24	2.58	3.06	1.9	2.18	0.77	0.29
jgi.p|Neosp1|707544	0.0	0.0	0.0	0.02	0.02	116.08	155.21	179.75	135.28	196.89	10.99	116.8	55.74	65.53	37.89	0.0	1.33	0.34
jgi.p|Neosp1|707550	0.19	0.0	0.45	0.42	1.17	0.0	0.59	0.81	0.45	2.01	4.8	1.73	1.3	2.81	0.62	0.0	0.0	0.0
jgi.p|Neosp1|707557	2.34	2.73	3.53	6.14	6.16	3.38	4.17	4.7	4.2	4.51	7.57	3.74	3.96	4.4	3.58	7.35	2.45	1.09
jgi.p|Neosp1|707565	0.4	0.24	0.0	0.08	0.1	1.04	0.99	0.63	2.27	0.39	0.19	2.55	1.83	0.8	0.24	0.08	0.0	0.0
jgi.p|Neosp1|707567	10.41	9.32	8.99	19.34	16.43	11.91	18.4	16.42	13.55	15.45	29.3	13.15	14.21	19.69	13.57	15.37	9.34	3.32
jgi.p|Neosp1|707570	2011.14	2050.8	1820.48	1491.34	1576.32	1380.81	1311.54	1255.54	1384.53	1401.8	1345.79	1918.06	1592.73	1385.85	2108.79	2125.83	1972.63	1910.52
jgi.p|Neosp1|707573	13.85	17.74	21.06	34.33	35.35	33.3	31.98	44.7	35.12	36.17	15.06	22.06	27.33	39.81	24.62	36.27	10.76	2.0
jgi.p|Neosp1|707577	2387.24	2239.8	2182.98	1841.02	1701.41	1638.74	1586.29	1621.71	1491.34	1570.24	2198.31	1969.5	1783.16	1588.03	2370.16	2059.18	2061.38	2144.79
jgi.p|Neosp1|707579	0.04	0.14	0.2	0.1	0.3	0.98	1.51	2.1	0.67	1.99	3.8	0.24	0.21	0.34	0.14	0.37	0.67	0.51
jgi.p|Neosp1|707580	12.76	14.84	12.7	73.73	72.56	95.04	66.78	79.6	96.33	57.89	45.95	16.92	33.15	48.32	13.36	34.46	9.54	19.84
jgi.p|Neosp1|707593	16.4	48.21	51.47	169.24	152.09	54.23	43.77	30.68	42.98	39.15	66.25	70.98	81.14	68.03	13.24	30.97	77.51	29.95
jgi.p|Neosp1|707600	8.56	7.22	10.19	40.54	27.32	18.19	31.27	39.05	15.41	29.74	112.47	5.54	14.93	20.31	5.35	14.4	5.87	1.97
jgi.p|Neosp1|707602	10.99	5.95	10.28	7.29	7.26	2.51	8.92	9.17	4.19	8.44	24.78	1.74	6.45	3.89	3.1	5.42	7.94	2.89
jgi.p|Neosp1|707603	5.8	3.93	5.98	5.18	3.56	3.09	3.64	5.17	3.63	5.09	24.11	7.98	9.46	8.19	6.17	14.63	30.71	17.53
jgi.p|Neosp1|707606	2.8	1.02	0.74	7.02	3.33	1.6	0.74	1.34	0.38	0.42	4.0	2.16	2.17	0.72	0.0	4.76	4.93	4.9
jgi.p|Neosp1|707609	29.09	17.81	28.62	9.78	14.17	6.14	7.71	10.49	6.24	10.87	38.91	15.66	12.35	9.25	26.07	25.62	29.67	26.07
jgi.p|Neosp1|707615	0.41	0.0	0.24	0.0	0.12	0.7	1.02	1.9	0.98	1.09	0.17	4.93	2.43	1.17	0.11	0.15	0.45	0.82
jgi.p|Neosp1|707620	1.59	1.37	3.19	0.28	0.52	0.43	0.66	1.62	0.3	0.34	3.0	0.68	0.58	0.39	0.7	1.82	0.66	0.91
jgi.p|Neosp1|707624	11.76	12.64	12.32	15.83	17.28	16.28	15.14	14.9	15.49	13.23	22.87	11.11	14.38	17.59	11.47	13.51	8.92	10.35
jgi.p|Neosp1|707634	6.33	6.56	6.28	3.57	4.09	3.84	4.92	3.74	4.05	4.81	9.04	7.11	4.88	3.65	3.29	7.83	10.79	21.96
jgi.p|Neosp1|707648	5.8	4.18	4.94	3.07	3.05	4.98	4.11	4.36	3.2	4.25	8.12	5.59	4.21	5.18	5.28	1.54	0.35	0.11
jgi.p|Neosp1|707650	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	0.81	0.75
jgi.p|Neosp1|707651	5.75	1.99	4.26	0.55	0.22	0.21	0.0	0.0	0.1	0.11	3.95	0.19	0.16	0.0	0.0	0.18	1.07	1.86
jgi.p|Neosp1|707653	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	14.41	19.09
jgi.p|Neosp1|707654	0.4	0.0	0.48	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	3.2	4.9
jgi.p|Neosp1|707655	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	6.02	8.28
jgi.p|Neosp1|707656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.75
jgi.p|Neosp1|707657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.55	0.75
jgi.p|Neosp1|707658	0.6	1.09	1.3	2.83	3.74	1.4	0.67	1.04	1.68	1.26	1.32	1.68	1.41	1.85	0.76	2.51	0.84	0.58
jgi.p|Neosp1|707662	4.8	4.49	5.8	1.13	1.36	1.9	1.88	1.36	1.34	1.41	5.81	2.01	1.79	1.7	3.51	0.12	2.36	6.82
jgi.p|Neosp1|707666	8.91	3.99	8.09	6.27	6.47	5.62	5.91	5.8	6.08	5.12	10.36	7.11	5.65	7.98	6.49	7.31	2.21	1.54
jgi.p|Neosp1|707674	14.54	11.13	18.52	0.96	1.32	4.92	5.8	8.93	8.87	4.98	22.06	27.73	12.16	11.88	10.44	0.46	0.14	0.13
jgi.p|Neosp1|707682	2.68	2.1	3.79	2.27	3.85	3.14	2.22	2.63	2.37	1.55	2.19	4.59	4.68	3.03	6.1	1.33	0.88	3.39
jgi.p|Neosp1|707695	976.46	932.41	902.47	805.03	737.24	706.19	706.02	711.95	695.21	753.86	703.93	976.4	821.97	715.34	1040.94	1096.17	1244.58	1235.04
jgi.p|Neosp1|707704	0.97	1.06	0.77	0.36	0.57	0.83	1.28	1.39	1.56	0.87	6.62	3.73	3.21	0.74	0.0	0.0	0.0	0.78
jgi.p|Neosp1|707709	1.88	1.77	1.6	1.67	1.83	1.76	2.77	2.88	2.71	1.93	3.42	2.88	1.8	2.04	1.38	1.02	0.62	0.13
jgi.p|Neosp1|707715	7.12	7.05	7.9	1.91	2.14	1.32	1.58	1.99	1.74	1.31	3.55	2.13	1.94	2.25	2.82	1.79	1.49	3.04
jgi.p|Neosp1|707717	2.82	2.64	3.85	7.1	7.71	3.74	4.85	4.46	4.62	4.91	5.41	3.93	4.32	6.52	3.51	5.99	4.87	2.4
jgi.p|Neosp1|707718	218.47	184.32	210.32	300.54	394.77	330.68	351.64	341.77	318.54	355.56	207.42	325.56	308.02	310.67	296.29	257.77	155.25	43.18
jgi.p|Neosp1|707719	282.73	256.12	254.8	436.0	571.09	475.11	439.64	460.83	420.7	441.38	237.49	346.81	371.38	407.42	376.01	474.51	225.29	76.68
jgi.p|Neosp1|707723	20.1	20.21	19.43	15.3	16.53	8.59	3.62	4.07	13.19	8.37	4.65	3.94	10.7	7.03	4.96	35.97	44.47	20.18
jgi.p|Neosp1|707726	89.84	54.55	63.54	21.64	33.76	30.33	28.4	29.65	30.7	31.08	80.47	52.57	36.14	31.07	43.39	18.98	9.78	5.33
jgi.p|Neosp1|707727	3.32	2.61	2.59	3.67	3.11	1.22	1.75	2.41	2.26	2.0	1.83	4.16	2.6	3.8	2.77	4.37	3.67	4.18
jgi.p|Neosp1|707728	156.23	174.52	163.57	229.82	145.48	207.56	203.6	206.2	199.22	219.49	221.94	95.33	169.74	310.68	144.97	289.33	128.16	34.95
jgi.p|Neosp1|707736	58.59	64.27	53.6	78.44	63.55	69.99	62.73	61.74	68.91	61.54	101.36	39.07	57.33	77.11	51.7	93.2	44.62	14.36
jgi.p|Neosp1|707756	1.7	0.38	1.76	0.05	0.49	2.95	3.09	4.36	5.28	2.52	4.48	12.0	4.44	2.6	0.84	0.1	0.85	1.94
jgi.p|Neosp1|707758	49.85	92.77	74.72	77.09	82.56	174.44	150.72	143.82	153.86	148.38	125.76	60.97	119.43	189.38	112.94	41.61	29.89	10.69
jgi.p|Neosp1|707761	14.91	15.64	15.61	25.69	27.0	21.43	12.96	18.83	25.51	19.55	30.94	20.83	25.29	20.5	24.3	38.3	12.88	10.61
jgi.p|Neosp1|707763	0.0	0.07	0.15	0.0	0.11	0.0	0.1	0.18	0.05	0.05	0.1	0.47	0.12	0.09	0.14	0.09	0.05	0.05
jgi.p|Neosp1|707764	0.0	0.0	0.14	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707765	0.18	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707770	0.08	0.41	0.4	0.28	0.0	0.22	0.07	0.36	0.3	0.0	2.58	0.19	0.0	0.1	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707772	8.4	7.6	8.89	9.04	7.56	5.97	8.95	7.08	6.67	9.33	18.09	5.36	8.76	7.8	9.34	8.65	4.97	0.58
jgi.p|Neosp1|707773	17.42	12.46	17.4	1.74	1.77	1.99	1.83	4.04	1.34	2.51	7.92	6.37	2.75	2.93	6.98	0.96	0.73	0.4
jgi.p|Neosp1|707775	13.12	9.74	9.23	9.26	12.98	15.62	25.2	25.51	15.15	27.13	33.5	35.44	20.64	17.83	8.48	58.91	327.02	562.07
jgi.p|Neosp1|707779	0.13	0.07	0.0	0.0	0.0	0.68	0.31	0.57	0.64	0.41	0.34	1.68	0.79	0.56	0.29	0.0	0.0	0.05
jgi.p|Neosp1|707783	1.27	1.49	1.46	1.73	1.7	0.73	1.08	1.28	1.06	1.11	1.85	0.82	1.3	1.23	0.91	2.5	0.21	0.21
jgi.p|Neosp1|707786	48.84	46.67	48.74	30.36	42.54	5.27	3.93	4.3	6.18	3.11	17.85	8.46	14.25	8.47	14.28	32.9	16.58	14.49
jgi.p|Neosp1|707787	60.64	55.53	37.98	19.97	25.7	21.67	24.09	23.91	23.72	30.97	59.53	30.68	35.81	35.57	32.82	45.32	73.76	78.84
jgi.p|Neosp1|707788	0.2	0.03	0.19	0.09	0.11	1.7	1.73	1.68	2.21	1.4	1.49	5.47	1.54	1.43	0.73	0.04	0.05	0.0
jgi.p|Neosp1|707789	228.82	146.4	240.09	162.01	112.05	160.99	159.39	163.1	145.12	125.8	368.07	58.4	115.98	148.66	90.0	62.78	50.89	64.44
jgi.p|Neosp1|707790	0.11	0.0	0.0	0.0	0.1	0.0	0.09	0.12	0.14	0.0	0.87	0.45	0.0	0.06	0.09	0.12	0.0	0.0
jgi.p|Neosp1|707791	108.34	84.26	123.44	94.02	74.69	118.94	147.14	166.7	101.05	152.6	475.98	87.48	109.14	127.2	74.02	125.34	106.62	50.76
jgi.p|Neosp1|707793	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.1	0.11	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.1
jgi.p|Neosp1|707795	18.32	13.63	17.07	26.49	17.81	23.15	26.89	30.3	25.47	21.26	39.51	12.61	18.03	28.54	10.68	26.27	9.04	2.45
jgi.p|Neosp1|707800	3.24	3.73	4.84	6.84	5.99	9.51	9.06	13.09	9.01	7.8	6.49	11.53	7.41	9.87	10.29	2.1	1.07	0.61
jgi.p|Neosp1|707801	19.47	25.59	17.08	0.92	2.34	11.24	5.63	6.7	6.32	3.43	5.22	24.01	7.45	1.32	10.3	1.7	22.98	44.63
jgi.p|Neosp1|707802	126.22	150.95	167.63	53.51	93.25	127.59	72.62	94.97	128.57	69.59	56.6	245.12	191.63	87.33	154.33	9.5	10.24	16.35
jgi.p|Neosp1|707803	178.88	191.73	238.54	88.74	127.46	196.05	136.57	170.89	222.02	130.21	92.91	470.4	319.41	154.85	288.88	13.89	13.29	22.7
jgi.p|Neosp1|707804	250.65	257.86	293.37	104.39	193.35	219.58	168.01	191.62	210.73	162.0	120.97	382.46	314.07	175.91	270.47	37.67	41.57	39.56
jgi.p|Neosp1|707806	81.65	98.22	97.81	109.54	129.05	99.82	46.88	54.01	101.76	42.02	29.45	131.27	126.79	76.89	80.78	53.86	8.28	11.54
jgi.p|Neosp1|707814	9.13	12.76	9.67	9.29	12.99	8.67	7.18	7.59	8.71	7.13	19.59	7.53	9.77	10.37	6.12	5.4	1.38	0.36
jgi.p|Neosp1|707815	10.85	14.37	14.48	11.14	9.19	5.74	8.01	10.1	8.74	6.98	19.26	6.53	7.55	10.55	8.3	4.06	3.82	3.15
jgi.p|Neosp1|707816	4.7	7.47	8.24	12.8	17.55	18.02	18.6	18.51	16.94	19.0	18.01	12.27	14.53	21.65	10.73	8.2	5.41	3.44
jgi.p|Neosp1|707821	5.89	6.57	6.0	13.15	7.36	7.1	7.85	6.49	8.66	6.89	7.08	6.52	4.75	8.97	6.06	16.98	3.97	1.21
jgi.p|Neosp1|707822	0.19	0.08	0.1	0.0	0.03	0.37	0.55	0.73	0.62	0.24	1.07	2.32	0.59	0.78	0.16	0.07	0.06	0.1
jgi.p|Neosp1|707824	4.27	3.45	7.76	5.39	6.03	11.28	13.7	17.3	11.24	14.27	19.56	21.52	12.53	8.8	14.7	2.24	0.68	0.69
jgi.p|Neosp1|707825	0.31	0.83	0.72	3.4	4.73	4.05	4.76	5.01	4.55	4.85	4.92	3.19	3.86	6.6	1.4	2.64	1.94	0.96
jgi.p|Neosp1|707832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707835	0.8	0.08	0.34	0.16	0.17	3.87	4.8	5.46	4.15	4.53	9.87	6.4	3.04	3.63	6.1	0.2	0.93	2.33
jgi.p|Neosp1|707840	0.1	0.49	0.2	0.41	0.59	1.97	2.66	2.01	3.15	2.1	5.72	3.27	3.15	1.73	2.72	0.0	0.18	0.08
jgi.p|Neosp1|707845	0.1	0.05	0.12	0.04	0.15	1.12	0.9	0.65	1.82	1.39	1.46	2.59	1.1	0.69	0.39	0.0	0.04	0.0
jgi.p|Neosp1|707846	13.81	19.21	20.77	33.01	35.97	37.99	38.24	35.72	36.65	39.22	28.91	22.84	33.49	39.26	20.57	26.7	10.69	4.27
jgi.p|Neosp1|707853	0.3	0.06	0.27	0.08	0.17	1.36	1.5	2.44	1.52	0.9	1.77	4.8	1.9	0.86	0.47	1.35	0.44	0.45
jgi.p|Neosp1|707855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707856	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707857	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|707861	9.89	12.91	15.5	44.48	47.48	67.72	57.35	57.83	69.17	63.05	13.28	24.27	32.25	46.51	20.21	37.79	5.72	2.48
jgi.p|Neosp1|707863	8.06	10.27	12.2	12.98	13.1	10.64	10.34	11.93	9.92	9.29	13.5	9.79	11.02	16.29	16.72	10.6	24.16	49.5
jgi.p|Neosp1|707866	9.83	7.68	9.59	3.51	5.46	3.13	3.5	3.98	3.17	2.3	6.59	4.48	4.94	4.58	3.01	2.56	1.13	0.16
jgi.p|Neosp1|707867	28.57	18.27	19.72	2.2	3.02	12.44	11.85	16.62	9.65	8.62	52.87	22.76	17.82	12.4	42.83	5.95	9.28	7.46
jgi.p|Neosp1|707876	71.48	64.25	101.18	78.15	72.62	71.14	76.64	91.67	89.3	87.04	161.16	52.87	65.22	77.56	48.95	90.68	159.44	213.14
jgi.p|Neosp1|707879	2.42	1.98	3.11	3.14	4.37	5.46	4.17	4.05	4.99	4.14	4.35	2.59	3.02	5.59	2.02	5.03	2.55	0.95
jgi.p|Neosp1|707882	1.82	3.05	3.21	7.66	7.59	5.13	5.11	6.16	6.77	5.11	3.78	4.56	6.64	6.05	3.39	8.89	1.08	0.73
jgi.p|Neosp1|707890	43.94	55.37	66.08	50.21	62.33	69.04	74.22	80.33	69.68	62.69	55.25	56.71	61.26	71.17	67.43	38.98	76.32	141.32
jgi.p|Neosp1|707892	2173.13	2263.93	2053.96	1635.01	1715.19	1610.13	1657.86	1691.56	1624.34	1692.27	1851.84	2134.51	1807.9	1547.26	2377.59	2481.2	2570.56	2763.94
jgi.p|Neosp1|707900	2.41	3.06	3.35	5.04	6.76	5.8	5.79	5.13	5.73	7.42	8.58	4.35	5.13	5.01	3.49	4.5	4.83	9.96
jgi.p|Neosp1|707906	6.83	4.61	5.77	7.78	5.07	5.35	4.46	4.05	4.38	4.49	12.21	4.11	5.88	7.58	5.03	3.51	1.68	0.24
jgi.p|Neosp1|707908	1.28	1.3	2.27	1.87	1.36	1.48	1.42	2.09	1.52	0.83	4.7	2.14	1.56	1.5	1.36	1.16	0.35	0.27
jgi.p|Neosp1|707916	1.17	0.74	1.13	1.54	0.74	1.46	4.32	4.57	1.7	6.81	6.22	1.36	2.79	1.18	0.69	0.83	0.95	0.37
jgi.p|Neosp1|707922	6.31	6.13	8.63	9.5	7.01	11.14	14.02	14.45	10.29	12.52	26.29	5.68	8.72	12.92	6.02	10.94	6.0	2.6
jgi.p|Neosp1|707923	0.11	0.36	0.0	1.12	1.86	0.28	0.87	1.42	1.87	0.74	1.13	0.25	0.77	1.27	0.18	0.96	0.44	0.4
jgi.p|Neosp1|707927	0.06	0.0	0.15	0.04	0.0	1.05	0.6	1.15	1.37	0.84	0.57	2.51	1.44	1.34	0.21	0.0	0.04	0.0
jgi.p|Neosp1|707939	1.07	1.82	0.89	9.0	9.45	13.14	22.63	25.64	18.1	21.69	10.45	10.94	12.38	12.02	11.93	14.92	11.93	7.71
jgi.p|Neosp1|707947	9.84	10.72	11.13	14.04	12.81	14.23	14.21	11.71	14.21	12.48	17.66	7.62	11.2	13.76	8.0	16.09	6.45	2.29
jgi.p|Neosp1|707950	2.09	2.81	3.34	3.07	1.81	2.61	2.36	2.6	3.15	1.45	3.58	2.86	1.77	2.78	2.22	1.94	3.6	3.3
jgi.p|Neosp1|707951	0.19	0.16	0.23	0.43	0.68	0.49	0.45	0.62	0.23	0.26	0.98	0.77	0.1	0.0	0.64	0.42	0.0	0.0
jgi.p|Neosp1|707952	1.9	2.69	3.72	1.07	1.15	2.45	2.26	1.68	2.73	2.78	4.66	3.4	2.84	1.9	2.02	0.19	0.8	1.46
